"language","text"
"English","Then suddenly as I glanced across at the divine young whippersnappers, with the cash machine in the background, the genii of an extremely morally suspect idea began to form itself in my mind."
"English","Would have been exploitative and wrong."
"English","Think will go have a fag in the smoking carriage."
"English","Realize it is no longer possible for smokers to live in dignity, instead being forced to sulk in the slimy underbelly of existence."
"English","Would not have been in least surprised if carriage had mysteriously been shunted off onto siding never to be seen again."
"English","Maybe privatized rail firms will start running Smoking Trains and villagers will shake their fists and throw stones at them as they pass, terrifying their children with tales of fire-breathing freaks within."
"English","Anyway, rang Tom from miracle-on-train-phone (How does it work?"
"English","Maybe somehow connected through electric contact between wheels and tracks) to moan about the no-twenty– three-year-old date crisis."
"English","Sometimes feel without Tom I would sink without trace and disappear."
"English","Tuesday 19 September"
"English","8st 12 (v.g."
"English","About to go on date with Diet Coke-esque young whippersnapper."
"English","Unfortunately, I was so overcome with gratitude* in the taxi on the way back I was powerless to resist his advances."
"English","** I did, however, manage to get a grip on myself *** and not accept his invitation to go in for coffee."
"English","Subsequently, however, I felt guilty about being a prick teaser,**** so when Gav rang and asked me round to his house for dinner tonight I accepted graciously."
"English","** put my hand on his knee"
"English","*** my panic"
"English","***** could barely contain my excitement"
"English","Feel like Old Woman of the Hills."
"English","Unfortunately, however, when I got there, Number 4 Malden Road was a fruit and vegetable shop."
"English","said the taxi driver wearily."
"English","Turned our it was 44 Malden Villas and had not been concentrating when wrote it down."
"English","Conversation between me and the taxi driver had rather dried up as we drove to the new address."
"English","By the time I arrived I was feeling less than assured."
"English","Gav had cooked spag bog."
"English","The problem came when food preparation and serving were over and activities turned to conversation."
"English","We ended up, for some reason, talking about Princess Diana."
"English","Eventually we gave up on conversation and Gav, with tremendous excitement (this, I recall, the fabulous thing about twenty-two-year-olds) began to kiss me and simultaneously try to find entrances to my clothes."
"English","Saturday 23 September"
"English","9st,, alcohol units 0, cigarettes 0 (v.v.g."
"English","There is no reason why I should go."
"English","I am not a close friend or relation, and would have to miss both Blind Date and Casualty."
"English","Seem to remember from childhood am supposed to reply in same oblique style as if I am imaginary person employed by self to reply to invitations from imaginary people employed by friends to issue invitations."
"English","Bridget Jones regrets that she will be unable ."
"English","Miss Bridget Jones is distraught, that she will be unable ."
"English","Devastated does not do justice to the feelings of Miss Bridget Jones ."
"English","It is with great regret that we must announce that so great was"
"English","kind invitation of Mr. Mark Darcy that she has topped herself"
"English","and will therefore, more certainly than ever, now, be unable to"
"English","The line went quiet at the other end."
"English","There was a muffled sob."
"English","I think Dad is having a nervous breakdown."
"English","he broke down again."
"English","Miss Bridget Jones has great pleasure ."
"English","Ms. Bridget Jones thanks Mr. Mark Darcy for his ."
"English","It is with great pleasure that Miss Bridget Jones accepts ."
"English","Thank you for your invitation to your ruby wedding party for Malcolm and Elaine."
"English","I would love to come."
"English","Will just copy it out neatly and check spellings then send it."
"English","Tuesday 26 September"
"English","8st 13, alcohol units 0, cigarettes 0, calories 1256, lottery tickets 0, obsessive thoughts about Daniel 0, negative thoughts 0."
"English","Am perfect saint-style person."
"English","It is great when you start thinking about your career instead of worrying about trivial things – men and relationships."
"English","I think I might have a gift for popular television."
